"from","to","weight","type","year"
"Haptophytes__Haptolina__ASV_151","Dinophyceae__Dinophyceae__ASV_671",0.0448670537107889,"positive","2018"
"Haptophytes__Haptolina__ASV_151","Archaeplastids__Archaeplastida__ASV_696",-0.0174614473582632,"negative","2018"
"Haptophytes__Haptolina__ASV_151","Dinophyceae__Archaeperidinium__ASV_703",-0.0644355774991006,"negative","2018"
"Haptophytes__Haptolina__ASV_151","Diatoms__Chaetoceros_diversus_2__ASV_711",-0.0144518683626323,"negative","2018"
"Haptophytes__Haptolina__ASV_151","Dinophyceae__Dinophyceae__ASV_727",0.0226279399887332,"positive","2018"
"Haptophytes__Haptolina__ASV_151","Diatoms__Bacillariophyta_X__ASV_739",0.0314608181610418,"positive","2018"
"Haptophytes__Haptolina__ASV_151","Archaeplastids__Dolichomastigaceae-B_sp.__ASV_790",-0.0389011106799662,"negative","2018"
"Haptophytes__Haptolina__ASV_151","Hacrobia-other__Centroheliozoa_XXXX_sp.__ASV_846",-0.046710718046532,"negative","2018"
"Haptophytes__Haptolina__ASV_151","Archaeplastids__Dolichomastigaceae-B_sp.__ASV_860",-0.0336520296768724,"negative","2018"
"Haptophytes__Haptolina__ASV_151","Cercozoa__Cercozoa_XXXX_sp.__ASV_909",0.0437393367810714,"positive","2018"
"Haptophytes__Haptolina__ASV_151","Cercozoa__Cryomonadida__ASV_959",-0.0293462563235761,"negative","2018"
"Haptophytes__Haptolina__ASV_151","Dinophyceae__Dinophyceae__ASV_988",0.012513157955334,"positive","2018"
"Haptophytes__Haptolina__ASV_151","Choanoflagellida__Choanoflagellida_XX_Clade-3_X_sp.__ASV_1014",0.0576967227802021,"positive","2018"
"Haptophytes__Haptolina__ASV_151","Haptophytes__Chrysochromulina__ASV_1021",0.0269621105425497,"positive","2018"
"Haptophytes__Haptolina__ASV_151","Syndiniales__Dino-Group-I-Clade-1_X_sp.__ASV_1040",0.0273584534936624,"positive","2018"
"Haptophytes__Haptolina__ASV_151","Cercozoa__Reckertia_filosa__ASV_1059",0.054234433065805,"positive","2018"
"Haptophytes__Haptolina__ASV_151","Cercozoa__Cercozoa_XXXX_sp.__ASV_1084",0.0342027056056399,"positive","2018"
"Haptophytes__Haptolina__ASV_151","Haptophytes__Prymnesium_sp.__ASV_1091",0.0285956753580839,"positive","2018"
"Archaeplastids__Oltmannsiellopsis__ASV_153","Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_229",0.0216828457371329,"positive","2018"
"Archaeplastids__Oltmannsiellopsis__ASV_153","Haptophytes__Chrysochromulina_sp.__ASV_363",0.0193034850151763,"positive","2018"
"Archaeplastids__Oltmannsiellopsis__ASV_153","Archaeplastids__RCC391_sp.__ASV_569",0.0260937057075828,"positive","2018"
"Archaeplastids__Oltmannsiellopsis__ASV_153","Diatoms__Raphid-pennate__ASV_836",-0.0420946164877771,"negative","2018"
"Archaeplastids__Oltmannsiellopsis__ASV_153","Choanoflagellida__Acanthoecida__ASV_977",0.0174948286659285,"positive","2018"
"Archaeplastids__Oltmannsiellopsis__ASV_153","Cercozoa__Cercozoa_XXXX_sp.__ASV_1084",-0.0352630477283976,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_155","Haptophytes__Chrysochromulina_sp.__ASV_220",0.0134811948434413,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_155","Cercozoa__Novel-clade-2_X_sp.__ASV_263",0.0294978829708303,"positive","2018"
"Dinophyceae__Prorocentrum_sp.__ASV_156","Unclassified-Ochrophyte__Apedinella_radians__ASV_277",0.0202989198463321,"positive","2018"
"Dinophyceae__Prorocentrum_sp.__ASV_156","Cercozoa__Cercozoa_XXXX_sp.__ASV_453",-0.0317693136242557,"negative","2018"
"Dinophyceae__Prorocentrum_sp.__ASV_156","Dinophyceae__Tripos__ASV_636",0.0258468858190703,"positive","2018"
"Dinophyceae__Prorocentrum_sp.__ASV_156","Cercozoa__Cercozoa_XXXX_sp.__ASV_713",-0.0303324699841909,"negative","2018"
"Dinophyceae__Prorocentrum_sp.__ASV_156","Telonemia__Telonemia-Group-1_X_sp.__ASV_992",-0.0297009112341104,"negative","2018"
"Dinophyceae__Thoracosphaeraceae__ASV_157","Dinophyceae__Dinophyceae__ASV_159",0.0213751963301084,"positive","2018"
"Dinophyceae__Thoracosphaeraceae__ASV_157","Syndiniales__Dino-Group-II-Clade-2_X_sp.__ASV_463",0.0469500518108917,"positive","2018"
"Dinophyceae__Thoracosphaeraceae__ASV_157","Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_692",-0.031461878239108,"negative","2018"
"Dinophyceae__Thoracosphaeraceae__ASV_157","Dinophyceae__Protoperidinium_sp.__ASV_879",0.0248324157301525,"positive","2018"
"MAST__MAST-4E_XX_sp.__ASV_158","Diatoms__Hemiaulus_sinensis__ASV_190",0.0382038478142583,"positive","2018"
"MAST__MAST-4E_XX_sp.__ASV_158","MAST__MAST-7B_XX_sp.__ASV_197",0.0520672895604471,"positive","2018"
"MAST__MAST-4E_XX_sp.__ASV_158","Diatoms__Guinardia_delicatula__ASV_259",0.0311668081342683,"positive","2018"
"MAST__MAST-4E_XX_sp.__ASV_158","Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_270",0.0580402602247228,"positive","2018"
"MAST__MAST-4E_XX_sp.__ASV_158","MAST__MAST-7B_XX_sp.__ASV_316",0.0385519357682721,"positive","2018"
"MAST__MAST-4E_XX_sp.__ASV_158","Unclassified-Ochrophyte__MOCH-3_XXX_sp.__ASV_367",0.0706348276352929,"positive","2018"
"MAST__MAST-4E_XX_sp.__ASV_158","Dinophyceae__Diplopsalis__ASV_415",0.0111661149938393,"positive","2018"
"MAST__MAST-4E_XX_sp.__ASV_158","Ciliates__Strombidiidae_B_X_sp.__ASV_434",0.0467292924871095,"positive","2018"
"MAST__MAST-4E_XX_sp.__ASV_158","Archaeplastids__Nephroselmis_pyriformis__ASV_494",0.0401815377550881,"positive","2018"
"MAST__MAST-4E_XX_sp.__ASV_158","Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_570",0.0566273351588617,"positive","2018"
"MAST__MAST-4E_XX_sp.__ASV_158","Cercozoa__Protaspa-lineage_X_sp.__ASV_894",-0.0129291487630997,"negative","2018"
"Dinophyceae__Dinophyceae__ASV_159","Syndiniales__Dino-Group-II-Clade-14_X_sp.__ASV_258",0.0243045678171253,"positive","2018"
"Dinophyceae__Dinophyceae__ASV_159","Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_268",-0.0269323552052386,"negative","2018"
"Dinophyceae__Dinophyceae__ASV_159","Haptophytes__Chrysochromulina_sp.__ASV_321",-0.0171900348896334,"negative","2018"
"Dinophyceae__Dinophyceae__ASV_159","Dinophyceae__Balechina_pachydermata__ASV_397",0.0271408377333983,"positive","2018"
"Dinophyceae__Dinophyceae__ASV_159","MAST__MAST-2C_XX_sp.__ASV_487",-0.0188713558344649,"negative","2018"
"Dinophyceae__Dinophyceae__ASV_159","Dinophyceae__Gymnodiniales__ASV_489",0.0464531013508599,"positive","2018"
"Dinophyceae__Dinophyceae__ASV_159","Dinophyceae__Gonyaulax_spinifera__ASV_579",0.0454727213134028,"positive","2018"
"Dinophyceae__Dinophyceae__ASV_159","Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_692",-0.0365135250111162,"negative","2018"
"Dinophyceae__Dinophyceae__ASV_159","Syndiniales__Dino-Group-II-Clade-1_X_sp.__ASV_882",-0.0415299673232999,"negative","2018"
"Dinophyceae__Dinophyceae__ASV_159","Dinophyceae__Dinophyceae__ASV_943",-0.0166419662963042,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Unclassified-Ochrophyte__Chrysophyceae_XXX_sp.__ASV_207",-0.0691437782786973,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Syndiniales__Dino-Group-II-Clade-4_X_sp.__ASV_213",-0.0381031665263686,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Syndiniales__Dino-Group-II-Clade-14_X_sp.__ASV_258",-0.060059496553841,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Choanoflagellida__Stephanoecidae_Group_D_X_sp.__ASV_267",0.0316786051567672,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_268",0.081287010270341,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Diatoms__Actinocyclus_curvatulus__ASV_274",0.0518594252263486,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Unclassified-Ochrophyte__Chrysophyceae_Clade-F__ASV_279",0.0455799487270092,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","MAST__MAST-3J_XX_sp.__ASV_283",-0.0708830623771523,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Diatoms__Raphid-pennate__ASV_335",0.0420226305274013,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Dinophyceae__Balechina_pachydermata__ASV_397",-0.030975600499694,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Hacrobia-other__Pterocystida_XX_sp.__ASV_450",-0.0446553838147859,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Dinophyceae__Gonyaulax_ellegaardiae__ASV_493",-0.0559057815197535,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Syndiniales__Dino-Group-II-Clade-14_X_sp.__ASV_499",-0.0354870371281342,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Haptophytes__Chrysochromulina__ASV_519",-0.0227460478232681,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Diatoms__Chaetoceros_cinctus__ASV_539",-0.042833980314497,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Hacrobia-other__Picozoa_XXXX_sp.__ASV_542",-0.0396160867980069,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Diatoms__Bacteriastrum_mediterraneum__ASV_559",-0.0339124347111563,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Unclassified-Ochrophyte__Chrysophyceae_Clade-G_X_sp.__ASV_627",-0.0596513385381059,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Choanoflagellida__Stephanoecidae_Group_H_X_sp.__ASV_638",0.0875399764986979,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Cercozoa__Protaspa-lineage_X_sp.__ASV_656",0.0553945247099676,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Diatoms__Asteromphalus_sp.__ASV_672",0.0455209742984993,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_692",0.0324956427414549,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Archaeplastids__Mantoniella_squamata__ASV_700",-0.0313824323790277,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Diatoms__Cylindrotheca_closterium__ASV_710",0.0559016344527977,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","MAST__MAST-8A_XX_sp.__ASV_742",-0.0506286762795841,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Archaeplastids__Dolichomastigaceae-B_sp.__ASV_782",-0.0754332047612931,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Dinophyceae__Alexandrium_fundyense__ASV_788",-0.0694918712654353,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","MAST__MAST-12A_XX_sp.__ASV_794",0.0151013388307135,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Diatoms__Bacillariophyta_X__ASV_842",-0.0647837234645402,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Syndiniales__Dino-Group-II-Clade-1_X_sp.__ASV_882",0.0452848677979193,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","MAST__MAST-12A_XX_sp.__ASV_917",0.0328392915676243,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Diatoms__Chaetoceros_diversus_2__ASV_989",-0.0455793543993571,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Choanoflagellida__Stephanoecidae_Group_D_X_sp.__ASV_1022",-0.0165589836453432,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_160","Hacrobia-other__Picozoa_XXXX_sp.__ASV_1023",-0.08203420961867,"negative","2018"
"Haptophytes__Prymnesiophyceae_Clade_B4_X_sp.__ASV_162","Archaeplastids__Pyramimonas_sp.__ASV_368",0.0101822776066053,"positive","2018"
"Haptophytes__Prymnesiophyceae_Clade_B4_X_sp.__ASV_162","Diatoms__Pleurosigma_sp.__ASV_390",-0.0338216459200446,"negative","2018"
"Haptophytes__Prymnesiophyceae_Clade_B4_X_sp.__ASV_162","Diatoms__Thalassiosira__ASV_492",-0.0250194861479631,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Diatoms__Pseudo-nitzschia__ASV_178",-0.0116745451319239,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","MAST__MAST-1C_XX_sp.__ASV_186",-0.0139088552276472,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Ciliates__Strombidiida_B_XX_sp.__ASV_269",-0.0588813539520738,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Stramenopiles-Other__Bicosoeca_vacillans__ASV_307",-0.0160643091760176,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_319",-0.0180249852510471,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Haptophytes__Chrysochromulina_sp.__ASV_363",-0.0320349722878325,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Archaeplastids__Pyramimonas__ASV_376",0.0228509524977877,"positive","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Diatoms__Raphid-pennate__ASV_385",0.0494173728911891,"positive","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Diatoms__Thalassiosira_minuscula__ASV_392",0.0301120233538577,"positive","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Unclassified-Ochrophyte__Chrysophyceae_Clade-C_X_sp.__ASV_395",-0.0798939041520266,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Stramenopiles-Other__Bicosoeca_vacillans__ASV_405",-0.0215431535907779,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Syndiniales__Dino-Group-II-Clade-8_X_sp.__ASV_409",-0.0274732757570934,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Ciliates__Strombidiida__ASV_414",-0.0283115016579907,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Unclassified-Ochrophyte__Pedinellales_X_sp.__ASV_442",-0.0407335891710161,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Stramenopiles-Other__Peronosporales__ASV_466",-0.0374084912186977,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Ciliates__Strombidiida_B_XX_sp.__ASV_502",-0.0667552686226714,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Archaeplastids__Dolichomastigaceae-B_sp.__ASV_549",-0.0249544614439507,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Diatoms__Polar-centric-Mediophyceae__ASV_550",0.0112596374902236,"positive","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Stramenopiles-Other__Bicosoeca_vacillans__ASV_586",-0.0196555731103049,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Archaeplastids__Pyramimonas_sp.__ASV_762",0.0121194246585115,"positive","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Haptophytes__Prymnesiophyceae__ASV_801",-0.0232906953270117,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Hacrobia-other__Centroheliozoa_XXXX_sp.__ASV_846",-0.0264694509513737,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Haptophytes__Haptolina__ASV_857",-0.0118726998247047,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Fungi__Fungi__ASV_937",-0.0881618710679022,"negative","2018"
"Archaeplastids__Pyramimonas_sp.__ASV_163","Haptophytes__Algirosphaera_sp.__ASV_996",0.01458027893427,"positive","2018"
"Ciliates__Strombidium_R_sp.__ASV_164","Haptophytes__Prymnesium__ASV_350",0.0161355097760333,"positive","2018"
"Archaeplastids__Prasinopapilla_vacuolata__ASV_165","Cercozoa__Novel-clade-2_X_sp.__ASV_179",-0.0119631228418547,"negative","2018"
"Archaeplastids__Prasinopapilla_vacuolata__ASV_165","MAST__MAST-2B_XX_sp.__ASV_203",-0.0110843811179627,"negative","2018"
"Archaeplastids__Prasinopapilla_vacuolata__ASV_165","MAST__MAST-3D_XX_sp.__ASV_496",-0.0227849557680263,"negative","2018"
"Archaeplastids__Prasinopapilla_vacuolata__ASV_165","Cercozoa__Cryothecomonas_aestivalis__ASV_984",-0.0131723713546461,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C__ASV_166","Ciliates__Askenasia_sp.__ASV_167",0.0514350412165781,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C__ASV_166","Ciliates__Litostomatea_XXX_sp.__ASV_398",0.0125926374591497,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C__ASV_166","Dinophyceae__Polykrikos_geminatus__ASV_445",0.0518168647251658,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C__ASV_166","Cercozoa__Mataza-lineage_X_sp.__ASV_724",0.058122288557814,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C__ASV_166","Stramenopiles-Other__Stramenopiles__ASV_734",0.0829994655294383,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-C__ASV_166","Dinophyceae__Tripos__ASV_1060",0.106865679609638,"positive","2018"
"Ciliates__Askenasia_sp.__ASV_167","Dinophyceae__Prorocentrum__ASV_588",0.09221681585356,"positive","2018"
"Ciliates__Askenasia_sp.__ASV_167","Cercozoa__Mataza-lineage_X_sp.__ASV_724",0.0528314850255084,"positive","2018"
"Ciliates__Askenasia_sp.__ASV_167","Stramenopiles-Other__Stramenopiles__ASV_734",0.0145917747508122,"positive","2018"
"Ciliates__Askenasia_sp.__ASV_167","Dinophyceae__Tripos__ASV_1060",0.078050614413556,"positive","2018"
"Diatoms__Chaetoceros_brevis_3__ASV_168","Cercozoa__Protaspa-lineage_X_sp.__ASV_330",-0.0120086393097527,"negative","2018"
"Diatoms__Chaetoceros_brevis_3__ASV_168","Diatoms__Guinardia_delicatula__ASV_371",0.0208439304456185,"positive","2018"
"Archaeplastids__Cymbomonas_tetramitiformis__ASV_169","Haptophytes__Haptolina__ASV_857",0.0445811574536993,"positive","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","Diatoms__Eucampia__ASV_199",-0.0393397422323139,"negative","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","Unclassified-Ochrophyte__Chrysophyceae_XXX_sp.__ASV_207",0.0275191003785752,"positive","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","Syndiniales__Dino-Group-II-Clade-4_X_sp.__ASV_213",0.0193371888890706,"positive","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","Diatoms__Pseudo-nitzschia__ASV_257",-0.0174661952440225,"negative","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","Syndiniales__Dino-Group-II-Clade-14_X_sp.__ASV_258",0.0283678318468948,"positive","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","MAST__MAST-3J_XX_sp.__ASV_283",0.0179753822159514,"positive","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","MAST__MAST-7A_XX_sp.__ASV_328",0.027400641930859,"positive","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","Diatoms__Raphid-pennate__ASV_335",-0.0189279548517424,"negative","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","Haptophytes__Chrysochromulina_rotalis__ASV_379",0.0267455286051709,"positive","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","Cercozoa__Novel-clade-2_X_sp.__ASV_381",0.0112309550038673,"positive","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","Diatoms__Rhizosolenia_delicatula__ASV_383",-0.0287174740925525,"negative","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","Dinophyceae__Gonyaulax_ellegaardiae__ASV_493",0.025396121198711,"positive","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","Diatoms__Chaetoceros_curvisetus_1__ASV_525",-0.0350651288211297,"negative","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","Unclassified-Ochrophyte__Pedinellales_X_sp.__ASV_526",0.0190545547720489,"positive","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","MAST__MAST-3J_XX_sp.__ASV_560",0.0232916356932453,"positive","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","MAST__MAST-3J_XX_sp.__ASV_614",0.0128187405361898,"positive","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","Diatoms__Chaetoceros_diversus_2__ASV_711",0.0313148650984093,"positive","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","Stramenopiles-Other__Stramenopiles_XXXXX_sp.__ASV_769",0.0306277597036651,"positive","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","Diatoms__Raphid-pennate__ASV_804",-0.0187973482355851,"negative","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","Haptophytes__Chrysochromulina__ASV_813",-0.0248392325159339,"negative","2018"
"Unclassified-Ochrophyte__Triparma_laevis_clade__ASV_170","MAST__MAST-3J_XX_sp.__ASV_962",0.0352513180798244,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_171","Other/unknown__Eukaryota__ASV_208",-0.0337244239721263,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_171","MAST__MAST-6_XXX_sp.__ASV_406",0.059195851053372,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_171","MAST__MAST-2C_XX_sp.__ASV_487",0.0589524228373376,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_171","Hacrobia-other__Pterocystida_XX_sp.__ASV_530",0.0745186029732674,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_171","Telonemia__Telonemia-Group-2_X_sp.__ASV_589",-0.0353357743165372,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_171","Syndiniales__Dino-Group-II-Clade-4_X_sp.__ASV_998",-0.0158269615593119,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-H_X_sp.__ASV_171","Syndiniales__Dino-Group-II-Clade-2_X_sp.__ASV_1161",-0.0232695537496294,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_172","Haptophytes__Chrysochromulina_sp.__ASV_227",0.0411697382736647,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_172","Stramenopiles-Other__Bicosoeca_vacillans__ASV_1035",0.0120681397937339,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_173","Choanoflagellida__Acanthoecida__ASV_189",0.05620931721939,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_173","Choanoflagellida__Acanthoecida__ASV_212",0.0210495143048307,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_173","MAST__MAST-3J_XX_sp.__ASV_283",0.030064427458995,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_173","Haptophytes__Chrysochromulina_sp.__ASV_297",0.0184357687280478,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_173","Cercozoa__Cryothecomonas-lineage__ASV_312",0.0224649983008085,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_173","Haptophytes__Chrysochromulina_sp.__ASV_326",0.0515167852502179,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_173","Hacrobia-other__Picozoa_XXXX_sp.__ASV_352",0.0284937513949983,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_173","Haptophytes__Chrysochromulina_rotalis__ASV_379",0.0601373643991999,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_173","Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_452",0.0264177848573731,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_173","Unclassified-Ochrophyte__Ochrophyta__ASV_474",0.0259840514368918,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_173","Haptophytes__Chrysochromulina__ASV_519",0.0213716841652932,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_173","Ciliates__Askenasia_sp.__ASV_532",-0.0132855087333007,"negative","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_173","Diatoms__Chaetoceros_cinctus__ASV_539",0.0442101520288712,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_173","Choanoflagellida__Stephanoecidae_Group_D_X_sp.__ASV_571",0.0213602465230002,"positive","2018"
"Unclassified-Ochrophyte__Chrysophyceae_Clade-I_X_sp.__ASV_173","Cercozoa__Filosa-Thecofilosea_XXX_sp.__ASV_590",0.0230850475016897,"positive","2018"
